0.00628318530717959,0.0104556776173429+-0.0401396914619354i,0.667555662772283+-0.292674387602824i,0.106525436561068+0.859864833825264i,-0.112925544617132+0.0448413143037793i,-1.7324044453539+-2.36205308961008i
0.0125663706143592,-0.238919056520466+-0.77728820028618i,-0.0500353346083732+0.797454988544466i,-0.166016410380461+0.896014342101175i,0.241187376720186+-0.815459102183163i,0.871401749172295+0.578140592276149i
0.0188495559215388,-0.180978681050772+-0.314914785038555i,-0.234527687014895+-0.785957232405683i,-0.261589311772873+0.164971296854909i,0.299657566604536+0.439759827958677i,-1.46082304440788+0.112029477354345i
0.0251327412287183,0.340700327525142+-0.703517979821351i,0.225121275095792+0.0449454577119768i,0.4795334891192+-0.180461120977801i,-0.0260347049576292+-0.100290959021948i,0.100957480546454+-0.0858982334200825i
0.0314159265358979,0.546890033295056+0.287661477105633i,-0.540801945338831+0.163371454261437i,0.696037512386416+-0.652415642415096i,-0.232478081087314+0.0755271166225594i,-0.276069300133566+0.283314029968628i
0.0376991118430775,-0.0132132495876297+0.250802220419234i,-0.175684876736067+0.276128336137304i,-0.325814455437355+0.668397602199393i,0.62920265910087+0.722994255344014i,2.74294200612132+-2.65326931842869i
0.0439822971502571,0.130768080710601+0.327880891268021i,0.0803228667654439+-0.573414896818469i,0.0335740430622181+-0.673231349062296i,-0.0865222462973265+0.572480768521668i,1.41558926676618+0.828459800558558i
0.0502654824574367,-0.899463655076183+0.097303582169025i,-0.319278688004085+0.335898270367989i,-0.211506301935729+0.577128317795348i,0.290461140091536+-0.829403990022196i,-0.41779111262338+0.87691305114352i
0.0565486677646163,0.839960950320487+0.411869758432344i,-0.0974846366830276+0.686372876385465i,0.0602705920376984+-0.594174292204609i,0.00802294857723917+-0.00179304062385565i,0.00685633281343976+-0.00549663262523959i
0.0628318530717959,-0.260381885597025+-0.560220895308529i,0.452530093321117+-0.801708252875577i,-0.0151049243976938+-0.0807791589459804i,0.412461921256813+-0.353330328111009i,0.237249644320847+0.846518641081967i
